AC113430.1	ENST00000506872	5	+	58197	58915	58915	58915	1	58197,	58915,
LINC02199	ENST00000506655	5	+	8839758	8842460	8842460	8842460	1	8839758,	8842460,
LINC02199	ENST00000651480	5	+	8839758	8898052	8898052	8898052	4	8839758,8880887,8889084,8893053,	8839958,8881051,8889333,8898052,
LINC02199	ENST00000510067	5	+	8839764	8881525	8881525	8881525	4	8839764,8868966,8873735,8880887,	8839958,8869018,8873859,8881525,
AC091895.1	ENST00000624494	5	-	8980403	8980659	8980659	8980659	1	8980403,	8980659,
AC021088.1	ENST00000506519	5	+	9001773	9045940	9045940	9045940	6	9001773,9040144,9041496,9042060,9043165,9045804,	9001894,9040367,9041604,9042165,9043277,9045940,
SEMA5A	ENST00000382496	5	-	9035032	9546075	9042896	9379946	23	9035032,9044372,9050409,9051872,9054086,9062886,9066420,9108139,9118997,9122655,9136503,9154487,9190266,9197167,9201954,9224673,9226868,9237827,9318371,9337712,9379822,9437755,9545583,	9043016,9044584,9050457,9052028,9054257,9063105,9066646,9108287,9119141,9122837,9136621,9154695,9190471,9197303,9202240,9224887,9226967,9237890,9318417,9337812,9380023,9437852,9546075,
SEMA5A	ENST00000652226	5	-	9040643	9546075	9042896	9379946	25	9040643,9044372,9050409,9051872,9054086,9062886,9066420,9108139,9118997,9122655,9136503,9154487,9190266,9197167,9201954,9224673,9226868,9237827,9318371,9337712,9379822,9421676,9423093,9437755,9545583,	9043016,9044584,9050457,9052028,9054257,9063105,9066646,9108287,9119141,9122837,9136621,9154695,9190471,9197303,9202240,9224887,9226967,9237890,9318417,9337812,9380023,9421749,9423238,9437852,9546075,
SEMA5A	ENST00000514923	5	-	9202123	9265545	9265545	9265545	5	9202123,9224673,9226868,9237827,9265433,	9202240,9224887,9226967,9237890,9265545,
SEMA5A	ENST00000513968	5	-	9202123	9380201	9202123	9379946	8	9202123,9224673,9226868,9237827,9318371,9337712,9379822,9380106,	9202240,9224887,9226967,9237890,9318417,9337812,9380023,9380201,
SEMA5A	ENST00000509486	5	-	9237718	9380023	9380023	9380023	5	9237718,9280788,9318371,9337712,9379822,	9237890,9280807,9318417,9337812,9380023,
MIR4636	ENST00000582271	5	-	9053815	9053895	9053895	9053895	1	9053815,	9053895,
AC091906.1	ENST00000511310	5	+	9363274	9422481	9422481	9422481	4	9363274,9367347,9390936,9422347,	9363423,9367395,9390996,9422481,
AC027335.2	ENST00000624030	5	-	9498400	9498775	9498775	9498775	1	9498400,	9498775,
SEMA5A-AS1	ENST00000510879	5	+	9511332	9518086	9518086	9518086	3	9511332,9511979,9516571,	9511410,9512065,9518086,
AC027335.1	ENST00000515377	5	-	9519852	9523178	9523178	9523178	2	9519852,9522751,	9519968,9523178,
SNHG18	ENST00000508179	5	+	9546199	9550609	9550609	9550609	3	9546199,9548989,9549301,	9546530,9549149,9550609,
SNHG18	ENST00000655411	5	+	9546284	9549179	9549179	9549179	2	9546284,9548989,	9546530,9549179,
SNHG18	ENST00000509788	5	+	9546289	9549590	9549590	9549590	2	9546289,9548989,	9546530,9549590,
SNORD123	ENST00000459473	5	+	9548835	9548905	9548905	9548905	1	9548835,	9548905,
AC026787.1	ENST00000504182	5	-	9621376	9658458	9658458	9658458	3	9621376,9623465,9658423,	9621624,9623602,9658458,
TAS2R1	ENST00000382492	5	-	9628996	9630355	9629132	9630032	1	9628996,	9630355,
TAS2R1	ENST00000514078	5	-	9629445	9712378	9629445	9629912	2	9629445,9712171,	9629992,9712378,
TAS2R1	ENST00000506620	5	-	9629728	9712200	9629728	9629912	3	9629728,9659420,9712171,	9629992,9659581,9712200,
LINC02112	ENST00000512976	5	-	9641304	9658793	9658793	9658793	4	9641304,9641871,9645561,9658674,	9641505,9641941,9645635,9658793,
LINC02112	ENST00000511616	5	-	9641314	9903826	9903826	9903826	13	9641314,9641871,9659420,9659900,9712171,9713065,9713784,9714079,9765470,9883332,9883922,9902651,9903524,	9641505,9641941,9659581,9659981,9712391,9713218,9713851,9714239,9765693,9883367,9884004,9902753,9903826,
LINC02112	ENST00000606744	5	-	9641404	9712236	9712236	9712236	3	9641404,9641871,9712171,	9641505,9641941,9712236,
LINC02112	ENST00000660091	5	-	9862781	9903852	9903852	9903852	5	9862781,9870106,9883922,9902651,9903637,	9863112,9870224,9884004,9902753,9903852,
LINC02112	ENST00000606222	5	-	9862881	9884028	9884028	9884028	4	9862881,9867133,9883332,9883922,	9863112,9867190,9883367,9884028,
LINC02112	ENST00000606169	5	-	9862922	9902678	9902678	9902678	4	9862922,9870099,9883922,9902651,	9863112,9870224,9883999,9902678,
RNA5SP177	ENST00000410122	5	+	9760906	9761013	9761013	9761013	1	9760906,	9761013,
AC091838.1	ENST00000669717	5	-	9789294	9812664	9812664	9812664	2	9789294,9812610,	9790116,9812664,
LINC02221	ENST00000654793	5	+	9854370	9891078	9891078	9891078	5	9854370,9859714,9889609,9890608,9890790,	9854547,9859884,9889943,9890672,9891078,
LINC02221	ENST00000508097	5	+	9854376	9889937	9889937	9889937	2	9854376,9889609,	9854547,9889937,
LINC02221	ENST00000661300	5	+	9854376	9891376	9891376	9891376	5	9854376,9859714,9890608,9890790,9891092,	9854547,9859884,9890672,9891000,9891376,
LINC02221	ENST00000650908	5	+	9854420	9899970	9899970	9899970	5	9854420,9859714,9890608,9890790,9899809,	9854547,9859884,9890672,9891000,9899970,
WBP1LP12	ENST00000604449	6	+	95123	95454	95454	95454	1	95123,	95454,
OR4F1P	ENST00000405102	6	-	105918	106856	106856	106856	1	105918,	106856,
CICP18	ENST00000436899	6	-	131909	144885	144885	144885	3	131909,140210,144535,	132117,140379,144885,
CICP18	ENST00000406017	6	-	142271	145083	145083	145083	1	142271,	145083,
AL035696.2	ENST00000407941	6	-	167606	170631	170631	170631	3	167606,169544,170351,	167826,169753,170631,
AL035696.3	ENST00000580119	6	-	181465	205519	205519	205519	8	181465,182365,184592,186355,187735,189475,198164,204886,	181695,182474,184809,186561,187906,189649,198509,205519,
AL035696.3	ENST00000651295	6	-	187660	204112	204112	204112	4	187660,189475,198164,203997,	187906,189649,198509,204112,
AL035696.3	ENST00000661946	6	-	187660	205519	205519	205519	4	187660,189475,198164,204886,	187906,189649,198509,205519,
AL035696.4	ENST00000649453	6	+	184338	186899	186899	186899	2	184338,184505,	184371,186899,
AL035696.1	ENST00000381078	6	+	203312	206392	206392	206392	2	203312,205486,	204413,206392,
AL035696.1	ENST00000648409	6	+	203326	204526	204526	204526	2	203326,203962,	203438,204526,
AL365272.1	ENST00000665870	6	-	285442	292013	292013	292013	3	285442,288400,291167,	287823,288657,292013,
DUSP22	ENST00000603296	6	+	291629	348194	311953	348194	6	291629,304627,311879,335113,345853,348102,	291700,304661,311962,335163,345928,348194,
DUSP22	ENST00000344450	6	+	292096	351355	292539	350868	8	292096,304627,311879,335113,345853,348102,348768,350821,	292560,304661,311962,335163,345928,348274,348841,351355,
DUSP22	ENST00000603453	6	+	292273	348954	348148	348951	6	292273,304627,335113,345853,348102,348768,	292560,304661,335163,345928,348274,348954,
DUSP22	ENST00000605315	6	+	292274	349102	348148	348951	4	292274,345853,348102,348768,	292560,345928,348274,349102,
DUSP22	ENST00000603881	6	+	292383	348232	348176	348232	4	292383,311879,345853,348102,	292560,311962,345928,348232,
DUSP22	ENST00000603795	6	+	292461	349471	292539	345880	6	292461,304627,311879,345853,348102,348768,	292560,304661,311962,345928,348274,349471,
DUSP22	ENST00000419235	6	+	292461	351353	292539	348951	7	292461,304627,311879,335113,345853,348102,348768,	292560,304661,311962,335163,345928,348274,351353,
DUSP22	ENST00000605035	6	+	292476	349057	348148	348289	5	292476,304627,311879,345853,348102,	292560,304661,311962,345928,349057,
DUSP22	ENST00000605863	6	+	292478	348496	348148	348289	3	292478,345853,348102,	292560,345928,348496,
DUSP22	ENST00000603005	6	+	292519	348269	348269	348269	5	292519,304627,311879,345853,348102,	292560,304661,311914,345928,348269,
DUSP22	ENST00000603726	6	+	292539	350950	292539	345880	7	292539,304627,311879,345853,348102,348768,350821,	292560,304661,311962,345928,348274,348841,350950,
DUSP22	ENST00000603290	6	+	319925	345912	345912	345912	3	319925,335113,345853,	320364,335163,345912,
DUSP22	ENST00000605391	6	+	319951	348161	348161	348161	3	319951,345853,348102,	320364,345928,348161,
DUSP22	ENST00000604971	6	+	325166	351353	348148	348951	4	325166,345853,348102,348768,	326158,345928,348274,351353,
DUSP22	ENST00000604914	6	+	337038	348908	348908	348908	4	337038,345853,348102,348768,	337187,345928,348274,348908,
DUSP22	ENST00000604988	6	+	338005	350928	350928	350928	5	338005,345853,348102,348768,350821,	338081,345928,348274,348841,350928,
IRF4	ENST00000380956	6	+	391751	411443	393152	407598	9	391751,393097,394820,395846,397107,398827,401423,405017,407454,	391809,393368,395007,395935,397252,398935,401777,405130,411443,
IRF4	ENST00000468485	6	+	391751	396074	396074	396074	3	391751,394820,395846,	391809,395007,396074,
IRF4	ENST00000495137	6	+	391767	397546	397546	397546	4	391767,394820,395846,397107,	391809,395007,395935,397546,
IRF4	ENST00000493114	6	+	391767	407618	393152	406786	10	391767,393097,394820,395846,397107,398827,401423,405017,406765,407454,	391809,393368,395007,395935,397252,398935,401777,405130,406899,407618,
IRF4	ENST00000469834	6	+	393278	395915	395915	395915	3	393278,394820,395846,	393368,395007,395915,
AL512308.1	ENST00000661640	6	+	453390	477829	477829	477829	2	453390,475207,	453725,477829,
EXOC2	ENST00000230449	6	-	485153	693139	486670	637818	28	485153,488978,491124,497366,499644,532468,549174,553853,555226,555953,556483,562783,564032,564544,564863,572519,576756,592468,598020,598859,599079,610097,617710,619429,629834,632940,637700,693018,	486764,489038,491186,497489,499700,532610,549291,553920,555288,556013,556564,562845,564154,564702,564929,572644,576882,592587,598123,598941,599225,610178,617835,619543,629961,633117,637861,693139,
EXOC2	ENST00000443083	6	-	629834	693111	629834	637818	6	629834,632940,637700,657162,689138,693018,	629961,633117,637861,657250,689212,693111,
EXOC2	ENST00000475028	6	-	679142	693108	693108	693108	3	679142,689138,693018,	679514,689212,693108,
AL031770.1	ENST00000430842	6	+	524170	525581	525581	525581	2	524170,524872,	524312,525581,
HUS1B	ENST00000380907	6	-	655938	656963	656107	656944	1	655938,	656963,
AL357054.1	ENST00000407035	6	-	669080	670307	670307	670307	1	669080,	670307,
AL357054.2	ENST00000658207	6	+	692529	796781	796781	796781	5	692529,713713,747942,750658,796201,	692614,713888,748051,750755,796781,
AL357054.2	ENST00000669167	6	+	693208	796556	796556	796556	5	693208,713713,747942,750658,796201,	693306,713888,748051,750755,796556,
AL357054.2	ENST00000607644	6	+	711532	750729	750729	750729	4	711532,713713,747942,750658,	711600,713888,748051,750729,
AL357054.4	ENST00000606285	6	-	708591	711405	711405	711405	1	708591,	711405,
AL357054.5	ENST00000655063	6	-	729127	760936	760936	760936	2	729127,760840,	729919,760936,
AL357054.3	ENST00000607084	6	+	761674	780648	780648	780648	3	761674,778759,779926,	762881,778885,780648,
AL392183.1	ENST00000606622	6	-	774746	780214	780214	780214	2	774746,780001,	776969,780214,
AL356130.1	ENST00000620188	6	-	905444	909006	909006	909006	2	905444,908974,	907377,909006,
LINC01622	ENST00000655659	6	-	958322	1101372	1101372	1101372	4	958322,962135,1005397,1099712,	958590,962289,1005528,1101372,
LINC01622	ENST00000612554	6	-	958337	1100269	1100269	1100269	5	958337,962135,998365,1005397,1099712,	958590,962289,998472,1005528,1100269,
LINC01622	ENST00000662378	6	-	960999	1101386	1101386	1101386	5	960999,962135,998365,1005397,1099712,	961329,962289,998472,1005528,1101386,
LINC01622	ENST00000669177	6	-	997023	1003720	1003720	1003720	3	997023,1001160,1003647,	998472,1001250,1003720,
LINC01622	ENST00000664781	6	-	998277	1101400	1101400	1101400	3	998277,1005397,1099712,	998472,1005528,1101400,
LINC01622	ENST00000668813	6	-	1029296	1101390	1101390	1101390	2	1029296,1099712,	1029563,1101390,
LINC01622	ENST00000661526	6	-	1096464	1101399	1101399	1101399	2	1096464,1099712,	1096912,1101399,
LINC01622	ENST00000663447	6	-	1098828	1101381	1101381	1101381	2	1098828,1099712,	1099624,1101381,
AL033381.2	ENST00000603854	6	-	1026493	1027225	1027225	1027225	1	1026493,	1027225,
AL033381.1	ENST00000314040	6	+	1079928	1104946	1104946	1104946	3	1079928,1101068,1101805,	1079994,1101296,1104946,
AL033381.3	ENST00000660745	6	+	1111366	1114329	1114329	1114329	2	1111366,1112917,	1111565,1114329,
FOXQ1	ENST00000296839	6	+	1312097	1314758	1312704	1313916	1	1312097,	1314758,
LINC01394	ENST00000627866	6	-	1321697	1324022	1324022	1324022	2	1321697,1323898,	1321986,1324022,
AL034346.1	ENST00000568244	6	-	1383789	1385066	1385066	1385066	1	1383789,	1385066,
FOXF2	ENST00000645481	6	+	1389575	1395603	1389947	1394859	2	1389575,1394695,	1391118,1395603,
MIR6720	ENST00000611664	6	-	1390313	1390411	1390411	1390411	1	1390313,	1390411,
RN7SL352P	ENST00000466002	6	+	1507321	1507598	1507598	1507598	1	1507321,	1507598,
AL512329.1	ENST00000404600	6	-	1513697	1515289	1515289	1515289	1	1513697,	1515289,
AL512329.2	ENST00000607350	6	-	1528363	1528911	1528911	1528911	1	1528363,	1528911,
FOXCUT	ENST00000652712	6	+	1601653	1607354	1607354	1607354	2	1601653,1606015,	1602380,1607354,
FOXCUT	ENST00000628509	6	+	1605530	1606079	1606079	1606079	2	1605530,1606015,	1605799,1606079,
FOXC1	ENST00000645831	6	+	1609914	1613897	1610445	1612107	1	1609914,	1613897,
GMDS	ENST00000476972	6	-	1623805	1624740	1624740	1624740	3	1623805,1624471,1624644,	1624231,1624540,1624740,
GMDS	ENST00000467288	6	-	1623805	1625501	1625501	1625501	3	1623805,1624471,1625096,	1624231,1624540,1625501,
GMDS	ENST00000486793	6	-	1623805	1626188	1626188	1626188	3	1623805,1624471,1626116,	1624231,1624540,1626188,
GMDS	ENST00000530927	6	-	1623805	2175991	1624168	2175943	11	1623805,1624471,1726415,1742467,1930102,1959866,1960773,2115770,2117468,2124686,2175931,	1624231,1624540,1726512,1742586,1930230,1959971,1960966,2115880,2117556,2124731,2175991,
GMDS	ENST00000380815	6	-	1623805	2245605	1624168	2245422	11	1623805,1624471,1726415,1742467,1930102,1959866,1960773,2115770,2117468,2124686,2245320,	1624231,1624540,1726512,1742586,1930230,1959971,1960966,2115880,2117556,2124731,2245605,
GMDS	ENST00000380805	6	-	1623806	1930999	1930999	1930999	6	1623806,1624471,1717507,1726415,1742467,1930102,	1624231,1624540,1717643,1726512,1742586,1930999,
GMDS	ENST00000533279	6	-	1679171	1726477	1726477	1726477	2	1679171,1726415,	1679926,1726477,
GMDS	ENST00000531690	6	-	1717594	1960790	1960790	1960790	6	1717594,1726415,1742467,1930102,1959866,1960773,	1717643,1726512,1742586,1930230,1959971,1960790,
GMDS	ENST00000530459	6	-	1930106	2043433	2043433	2043433	4	1930106,1959866,1960773,2043335,	1930230,1959971,1960966,2043433,
GMDS	ENST00000530075	6	-	1959705	1960909	1960909	1960909	2	1959705,1960773,	1959971,1960909,
AL035693.1	ENST00000650019	6	+	2227802	2230261	2230261	2230261	2	2227802,2229665,	2228014,2230261,
GMDS-DT	ENST00000657072	6	+	2245717	2484007	2484007	2484007	5	2245717,2248836,2398576,2398882,2480833,	2245930,2248926,2398778,2399037,2484007,
GMDS-DT	ENST00000529893	6	+	2245731	2413553	2413553	2413553	7	2245731,2248836,2263600,2397220,2398576,2398865,2412779,	2245930,2248926,2263684,2397626,2398778,2399037,2413553,
GMDS-DT	ENST00000659643	6	+	2245735	2484678	2484678	2484678	5	2245735,2248836,2397220,2398576,2480833,	2245930,2248926,2397626,2398778,2484678,
GMDS-DT	ENST00000664738	6	+	2245735	2413548	2413548	2413548	6	2245735,2248836,2397220,2398576,2398865,2412486,	2245930,2248926,2397626,2398778,2399037,2413548,
GMDS-DT	ENST00000659523	6	+	2245735	2525976	2525976	2525976	4	2245735,2248836,2480833,2524337,	2245930,2248926,2481169,2525976,
GMDS-DT	ENST00000660978	6	+	2245735	2483139	2483139	2483139	7	2245735,2248836,2360543,2397220,2398576,2398882,2480833,	2245930,2248926,2360630,2397626,2398778,2399037,2483139,
GMDS-DT	ENST00000532124	6	+	2245745	2413575	2413575	2413575	7	2245745,2248836,2263600,2269697,2398576,2398865,2412486,	2245930,2248926,2263684,2269799,2398778,2399037,2413575,
GMDS-DT	ENST00000663428	6	+	2245758	2307493	2307493	2307493	4	2245758,2248836,2263600,2306199,	2245930,2248926,2263684,2307493,
GMDS-DT	ENST00000654526	6	+	2245761	2489567	2489567	2489567	6	2245761,2248836,2398576,2398865,2480833,2488678,	2245930,2248926,2398778,2399037,2481169,2489567,
GMDS-DT	ENST00000660533	6	+	2245761	2362108	2362108	2362108	6	2245761,2248836,2263600,2269697,2271815,2360543,	2245930,2248926,2263684,2269799,2273417,2362108,
GMDS-DT	ENST00000670895	6	+	2245761	2485954	2485954	2485954	5	2245761,2248836,2398576,2480833,2481972,	2245930,2248926,2398778,2481169,2485954,
GMDS-DT	ENST00000531092	6	+	2245764	2413531	2413531	2413531	8	2245764,2248836,2263600,2269697,2397220,2398576,2398865,2412779,	2245930,2248926,2263684,2269799,2397626,2398778,2399037,2413531,
GMDS-DT	ENST00000524770	6	+	2245767	2399896	2399896	2399896	7	2245767,2248836,2263600,2269697,2397220,2398576,2398865,	2245930,2248926,2263684,2269799,2397626,2398778,2399896,
GMDS-DT	ENST00000456943	6	+	2245776	2283774	2283774	2283774	6	2245776,2248836,2263600,2269697,2271815,2283498,	2245930,2248926,2263684,2269799,2273417,2283774,
GMDS-DT	ENST00000657589	6	+	2245776	2484007	2484007	2484007	8	2245776,2248836,2283516,2318863,2397220,2398576,2398865,2480833,	2245930,2248926,2283763,2319008,2397626,2398778,2399037,2484007,
GMDS-DT	ENST00000607519	6	+	2245776	2484007	2484007	2484007	5	2245776,2248836,2398576,2398865,2480833,	2245930,2248926,2398778,2399037,2484007,
GMDS-DT	ENST00000530833	6	+	2245780	2266348	2266348	2266348	3	2245780,2248836,2263600,	2245930,2248926,2266348,
GMDS-DT	ENST00000525811	6	+	2245840	2283773	2283773	2283773	4	2245840,2248836,2263600,2283498,	2245930,2248926,2263684,2283773,
GMDS-DT	ENST00000534441	6	+	2245841	2412830	2412830	2412830	7	2245841,2248836,2263600,2329282,2398576,2398865,2412779,	2245930,2248926,2263684,2329332,2398778,2399037,2412830,
GMDS-DT	ENST00000533653	6	+	2245852	2270013	2270013	2270013	4	2245852,2248836,2263600,2269697,	2245930,2248926,2263684,2270013,
GMDS-DT	ENST00000534468	6	+	2245854	2367315	2367315	2367315	5	2245854,2248836,2263600,2269697,2366943,	2245930,2248926,2263684,2269799,2367315,
GMDS-DT	ENST00000530346	6	+	2245894	2399905	2399905	2399905	6	2245894,2248836,2263600,2269697,2398576,2398882,	2245930,2248926,2263684,2269799,2398778,2399905,
GMDS-DT	ENST00000662000	6	+	2248834	2482685	2482685	2482685	3	2248834,2398576,2480833,	2248926,2398778,2482685,
GMDS-DT	ENST00000665610	6	+	2248871	2413548	2413548	2413548	6	2248871,2263600,2397543,2398576,2398865,2412779,	2248926,2263684,2397626,2398778,2399037,2413548,
GMDS-DT	ENST00000532564	6	+	2248876	2413482	2413482	2413482	4	2248876,2398576,2398865,2412486,	2248926,2398778,2399037,2413482,
GMDS-DT	ENST00000654970	6	+	2248895	2413529	2413529	2413529	5	2248895,2360543,2398576,2398865,2412486,	2248926,2360630,2398778,2399037,2413529,
GMDS-DT	ENST00000534160	6	+	2306292	2352702	2352702	2352702	3	2306292,2329282,2352338,	2306526,2329404,2352702,
GMDS-DT	ENST00000505870	6	+	2391545	2413591	2413591	2413591	3	2391545,2398865,2412779,	2398778,2399037,2413591,
GMDS-DT	ENST00000666817	6	+	2396571	2399866	2399866	2399866	2	2396571,2398882,	2398778,2399866,
GMDS-DT	ENST00000655727	6	+	2452381	2471134	2471134	2471134	3	2452381,2453963,2469127,	2452560,2454021,2471134,
GMDS-DT	ENST00000606884	6	+	2452410	2482022	2482022	2482022	4	2452410,2453963,2480833,2481986,	2452560,2454021,2481169,2482022,
HMGN2P28	ENST00000606102	6	+	2341449	2341711	2341711	2341711	1	2341449,	2341711,
AL031768.2	ENST00000657544	6	-	2353426	2386110	2386110	2386110	3	2353426,2361477,2386061,	2356868,2361528,2386110,
AL031768.1	ENST00000606542	6	+	2437548	2438249	2438249	2438249	1	2437548,	2438249,
AL359852.2	ENST00000657396	6	-	2503796	2528665	2528665	2528665	2	2503796,2528557,	2504203,2528665,
AL359852.2	ENST00000656364	6	-	2503947	2506337	2506337	2506337	2	2503947,2505774,	2504203,2506337,
AL359852.1	ENST00000624609	6	+	2561946	2564143	2564143	2564143	1	2561946,	2564143,
